event_name,tp_pct,sl_pct,long_exit_reason,short_exit_reason,first_side_to_hit,long_pnl_pct,short_pnl_pct,combined_pnl_pct,combined_pnl_pct_after_fees,long_mfe_pct,long_mae_pct,short_mfe_pct,short_mae_pct,ambiguous_bar,event_type
FOMC_Press_Conference_May,1.0,0.5,sl,sl,none,-0.5,-0.5,-1.0,-1.0,0.85221,-0.53853,0.161559,-0.647901,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,1.0,1.0,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,1.0,1.5,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,1.0,2.0,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,1.5,0.5,sl,sl,none,-0.5,-0.5,-1.0,-1.0,0.85221,-0.53853,0.161559,-0.647901,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,1.5,1.0,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,1.5,1.5,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,1.5,2.0,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,2.0,0.5,sl,sl,none,-0.5,-0.5,-1.0,-1.0,0.85221,-0.53853,0.161559,-0.647901,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,2.0,1.0,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,2.0,1.5,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,2.0,2.0,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,3.0,0.5,sl,sl,none,-0.5,-0.5,-1.0,-1.0,0.85221,-0.53853,0.161559,-0.647901,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,3.0,1.0,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,3.0,1.5,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_May,3.0,2.0,timeout,timeout,none,-0.353653,0.353653,0.0,0.0,0.85221,-0.843882,0.843882,-0.85221,False,FOMC_PRESS_CONFERENCE
CPI_Apr2025,0.5,0.5,tp,sl,long,0.5,-0.5,0.0,0.0,1.154913,-0.350556,0.350556,-1.154913,False,CPI
CPI_Apr2025,0.5,1.0,tp,sl,long,0.5,-1.0,-0.5,-0.5,1.154913,-0.350556,0.350556,-1.154913,False,CPI
CPI_Apr2025,0.5,1.5,tp,sl,long,0.5,-1.5,-1.0,-1.0,1.154913,-0.350556,0.350556,-1.695553,False,CPI
CPI_Apr2025,0.5,2.0,tp,sl,long,0.5,-2.0,-1.5,-1.5,1.154913,-0.350556,0.350556,-2.045308,False,CPI
CPI_Apr2025,1.0,0.5,tp,sl,long,1.0,-0.5,0.5,0.5,1.154913,-0.350556,0.350556,-1.154913,False,CPI
CPI_Apr2025,1.0,1.0,tp,sl,long,1.0,-1.0,0.0,0.0,1.154913,-0.350556,0.350556,-1.154913,False,CPI
CPI_Apr2025,1.0,1.5,tp,sl,long,1.0,-1.5,-0.5,-0.5,1.154913,-0.350556,0.350556,-1.695553,False,CPI
CPI_Apr2025,1.0,2.0,tp,sl,long,1.0,-2.0,-1.0,-1.0,1.154913,-0.350556,0.350556,-2.045308,False,CPI
